rankings_list,rankings_year,school_name,school_city,rank,tie,score,peer_score,lsat_25th,lsat_75th,acceptance_rate,enrollment
education/grad-schools/law-part-time,2016,University of Akron,"Akron, OH",48,true,33,1.7,146,154,0.578,145
education/grad-schools/law-part-time,2016,University of Toledo,"Toledo, OH",50,true,30,1.8,147,152,0.548,56
education/grad-schools/law-part-time,2016,Widener University,"Wilmington, DE",50,true,30,1.7,147,151,0.441,139
education/grad-schools/law-part-time,2016,Florida International University,"Miami, FL",52,true,28,1.6,146,155,0.169,107
education/grad-schools/law-part-time,2016,Nova Southeastern University (Broad),"Fort Lauderdale, FL",52,true,28,1.6,142,151,0.377,187
education/grad-schools/law-part-time,2016,Golden Gate University,"San Francisco, CA",54,false,27,1.6,143,151,0.561,94
education/grad-schools/law-part-time,2016,Pace University,"White Plains, NY",55,false,26,1.8,148,151,0.4,62
education/grad-schools/law-part-time,2016,Oklahoma City University,"Oklahoma City, OK",56,false,25,1.6,146,153,0.776,64
education/grad-schools/law-part-time,2016,New England Law Boston,"Boston, MA",57,true,24,1.5,146,154,0.698,222
education/grad-schools/law-part-time,2016,Southwestern Law School,"Los Angeles, CA",57,true,24,1.9,149,153,0.482,318
education/grad-schools/law-part-time,2016,University of Memphis (Humphreys),"Memphis, TN",57,true,24,1.8,144,149,0.9,23
education/grad-schools/law-part-time,2016,University of MissouriKansas City,"Kansas City, MO",57,true,24,2.2,0,0,0.435,75
education/grad-schools/law-part-time,2016,Capital University,"Columbus, OH",61,true,23,1.5,144,153,0.758,155
education/grad-schools/law-part-time,2016,North Carolina Central University,"Durham, NC",61,true,23,1.6,145,152,0.266,112
education/grad-schools/law-part-time,2016,University of MassachusettsDartmouth,"North Dartmouth, MA",61,true,23,1.6,147,151,0.51,82
education/grad-schools/law-part-time,2016,Whittier College,"Costa Mesa, CA",61,true,23,1.4,146,150,0.475,130
